data_point,predicted,difference,hit,
10,9.7258,0.274199,1,
9.4,9.59259,0.192588,1,
9.4,9.45174,0.0517387,1,
8.9,9.38341,0.483407,1,
8.9,9.31912,0.419125,1,
8.3,9.28655,0.986552,0,
8.3,8.58524,0.285235,1,
6.7,8.39092,1.69092,0,
5,7.42705,2.42705,0,
5,5.1684,0.168403,1,
5.6,5.06138,0.538616,1,
5.6,5.60255,0.00254869,1,
6.7,5.92971,0.770294,0,
6.1,7.06635,0.966347,0,
7.2,6.9339,0.266096,1,
7.8,6.97986,0.820143,0,
7.8,8.1569,0.356903,1,
8.3,8.53511,0.235108,1,
9.4,8.71,0.689996,1,
9.4,8.88479,0.515206,1,
10,8.97323,1.02677,0,
10,9.73163,0.268368,1,
10.6,9.91742,0.682577,1,
10.6,9.66949,0.93051,1,
10.6,9.64379,0.956208,1,
10.6,9.48982,1.11018,0,
10,10.1481,0.14811,1,
10,10.2065,0.206477,1,
10,9.85781,0.142185,1,
10,9.76736,0.232638,1,
10,9.5677,0.432302,1,
9.4,9.49136,0.0913639,1,
9.4,9.38968,0.0103235,1,
10,9.34449,0.655509,1,
10,9.29567,0.704329,1,
9.4,9.27208,0.12792,1,
9.4,9.24944,0.150562,1,
9.4,9.23788,0.162116,1,
9.4,9.22762,0.172377,1,
9.4,9.22219,0.177814,1,
10,9.21762,0.782384,1,
10,9.21513,0.784875,1,
10.6,9.21312,1.38688,0,
10.6,10.1046,0.495448,1,
10.6,10.278,0.321975,1,
10.6,9.88725,0.712751,1,
11.1,9.82229,1.27771,0,
11.1,10.393,0.707039,1,
11.1,10.4669,0.63308,1,
11.1,9.98792,1.11208,0,
11.1,10.5644,0.535572,1,
11.1,10.4397,0.660311,1,
11.1,10.032,1.06795,1,
11.1,9.86075,1.23925,0,
11.1,10.4052,0.694763,1,
11.1,10.4419,0.658146,1,
12.2,9.97666,2.22334,0,
12.8,11.1807,1.61932,0,
11.7,12.0055,0.305509,1,
12,11.4225,0.577466,1,
11.7,10.7216,0.978427,1,
11.1,10.2907,0.80934,1,
11.7,9.91714,1.78286,0,
11.7,10.7804,0.919582,1,
12.2,10.8001,1.39987,0,
12.2,11.0065,1.19354,1,
12.2,10.9813,1.21872,1,
12.8,10.2584,2.54156,0,
12.2,11.543,0.656976,1,
11.7,11.417,0.282997,1,
11.7,10.5639,1.13611,1,
11.1,10.3,0.79999,1,
10.6,9.86767,0.732328,1,
11.7,9.70588,1.99412,0,
12.2,10.7342,1.46578,0,
12.8,11.6706,1.12945,1,
11,11.1619,0.161942,1,
10.6,10.5932,0.00679207,1,
10.6,10.2008,0.399187,1,
12.2,9.87771,2.32229,0,
12.2,11.062,1.13799,1,
13.3,11.1331,2.16693,0,
13.3,11.5794,1.72064,0,
13.9,12.4229,1.47709,0,
13.9,12.3045,1.59554,0,
13.3,12.4617,0.838282,1,
13.3,11.6456,1.65445,0,
12.8,11.6559,1.14411,1,
12.8,11.3277,1.47233,0,
12.2,11.2688,0.931209,1,
11.7,11.1294,0.570632,1,
11.7,10.298,1.40201,0,
11.7,10.934,0.766006,1,
11.7,10.7075,0.99253,1,
11.1,10.1845,0.915466,1,
11.1,9.96306,1.13694,0,
11.1,10.3953,0.704722,1,
11.1,10.4015,0.69851,1,
10.6,9.94785,0.652154,1,
10,9.83459,0.165406,1,
10,9.59587,0.404135,1,
10,9.51212,0.487878,1,
10,9.3969,0.603099,1,
10,9.34992,0.650077,1,
9.4,9.29672,0.103283,1,
7.2,9.27298,2.07298,0,
7.2,7.79993,0.599931,1,
8.9,7.35068,1.54932,0,
8.9,8.97939,0.0793886,1,
9.4,9.29712,0.10288,1,
10,9.25984,0.740162,1,
9.4,9.33455,0.0654488,1,
10,9.28951,0.710488,1,
10.6,9.29726,1.30274,0,
11.1,10.1029,0.997147,1,
11.1,10.26,0.839998,1,
13.3,9.87527,3.42473,0,
11.1,11.7681,0.668083,1,
11.1,11.8137,0.713704,1,
11.7,10.7565,0.943539,1,
11.7,10.4976,1.20235,0,
11.1,10.6885,0.41152,1,
11.1,10.6451,0.454924,1,
10.6,10.0594,0.540614,1,
9,9.92111,0.921108,0,
8,9.02397,1.02397,0,
8.3,8.06032,0.239681,1,
8.9,7.98016,0.919839,0,
9.4,8.87027,0.529727,1,
9.4,9.15819,0.241806,1,
10,9.1252,0.874799,1,
10,9.22041,0.77959,1,
8.9,9.19791,0.297908,1,
10,9.22748,0.772523,1,
10,9.21434,0.785664,1,
10.6,9.22255,1.37745,0,
10.6,10.1019,0.498112,1,
10.6,10.2766,0.323427,1,
10,9.88537,0.114628,1,
10.6,9.82122,0.77878,1,
10.6,9.59529,1.00471,1,
10.6,9.52239,1.07761,0,
10,10.0945,0.0944643,1,
10,10.1846,0.184561,1,
9.4,9.82453,0.424529,1,
11.1,9.75126,1.34875,0,
9.4,10.3931,0.993148,0,
10,9.8658,0.134201,1,
11.7,9.22896,2.47104,0,
12.2,10.9363,1.26368,0,
12.2,11.6709,0.529083,1,
12.8,11.1621,1.63786,0,
13.3,11.5061,1.79391,0,
11.7,12.184,0.484006,1,
12.8,11.5438,1.25617,1,
12.8,10.7389,2.06109,0,
12.2,11.4705,0.729507,1,
12.2,11.2644,0.935648,1,
11.7,10.4488,1.25116,0,
11.1,10.9333,0.166677,1,
10,10.6774,0.677361,1,
10,10.1658,0.165838,1,
10,9.94083,0.0591688,1,
10,9.676,0.324003,1,
10,9.54916,0.45084,1,
10.6,9.4244,1.1756,0,
11.1,10.113,0.986982,1,
10.6,10.2067,0.393337,1,
10,9.84525,0.154751,1,
11,9.76793,1.23207,0,
10.6,10.335,0.264999,1,
10.6,10.4085,0.191512,1,
11.7,9.95485,1.74515,0,
11.7,10.906,0.794046,1,
11.7,10.8476,0.852375,1,
12.2,10.2603,1.93973,0,
12.2,11.2014,0.998583,1,
12.2,11.0777,1.12228,1,
11.7,10.3844,1.31563,0,
11.1,10.9321,0.167897,1,
11.7,10.7177,0.9823,1,
11.1,10.1901,0.909863,1,
12.2,9.97063,2.22937,0,
12.8,11.0309,1.76906,0,
12.8,12.0525,0.747462,1,
13.9,11.4478,2.45223,0,
13.9,12.0532,1.84678,0,
13.9,12.6758,1.22416,1,
12.2,11.7562,0.44375,1,
11.7,10.8884,0.811622,1,
11,10.3503,0.649706,1,
10,9.93354,0.0664606,1,
9.4,9.68664,0.28664,1,
9.4,9.50732,0.107321,1,
9.4,9.40273,0.00273418,1,
9.4,9.32896,0.0710373,1,
9.4,9.28623,0.11377,1,
9.4,9.25659,0.143407,1,
9.4,9.23951,0.160491,1,
10,9.2278,0.772201,1,
9.4,9.22109,0.17891,1,
10,9.21653,0.783468,1,
10,9.21394,0.786059,1,
9.4,9.2122,0.187803,1,
9.4,9.21121,0.188787,1,
9.4,9.21056,0.189441,1,
8.9,9.21019,0.310193,1,
8.9,9.20995,0.309951,1,
8.9,9.20982,0.309822,1,
8.3,9.20974,0.909738,0,
8.3,8.58808,0.288084,1,
8.3,8.42311,0.123109,1,
8.3,8.66978,0.369776,1,
8.9,8.69886,0.201136,1,
8.3,8.85983,0.559826,1,
8.3,8.91666,0.616655,1,
8.3,9.01017,0.71017,1,
7.8,9.05365,1.25365,0,
8.3,8.23414,0.0658636,1,
9.4,8.01721,1.38278,0,
9.4,9.32705,0.0729465,1,
9.4,9.60149,0.201491,1,
9.4,9.46469,0.0646954,1,
10,9.4952,0.504802,1,
10,9.39554,0.604456,1,
11.1,9.37584,1.72416,0,
11.1,10.4063,0.693707,1,
11.7,10.5839,1.11608,1,
11.7,10.0654,1.63459,0,
10,10.9472,0.9472,1,
10,10.8338,0.833774,1,
8.9,10.2662,1.3662,0,
8.9,9.17188,0.271882,1,
7.8,8.62999,0.829991,0,
7.8,8.30332,0.503316,1,
7.8,8.02085,0.220851,1,
7.8,8.40787,0.607866,1,
7.2,8.43059,1.23059,0,
7.2,7.79947,0.59947,1,
6.1,7.61408,1.51408,0,
6.1,6.95226,0.85226,0,
5.6,5.99516,0.395164,1,
5.6,6.43859,0.838586,0,
5.6,6.08116,0.481161,1,
5.6,6.3053,0.705299,0,
7.2,6.27207,0.927935,0,
6.7,7.14026,0.440262,1,
8.3,7.92415,0.375847,1,
8.3,8.02592,0.274084,1,
8.3,8.43692,0.13692,1,
8.9,8.55606,0.343945,1,
9.4,8.77493,0.625065,1,
10.6,8.86396,1.73604,0,
11.1,10.1073,0.992661,1,
11.7,10.3793,1.32067,0,
11.7,10.7465,0.953454,1,
11.7,10.8198,0.880234,1,
11.7,10.1874,1.51255,0,
10,10.9486,0.948649,1,
10,10.7836,0.783619,1,
9.4,10.2362,0.836178,1,
8.3,10.0187,1.71869,0,
8.3,8.57585,0.27585,1,
8.3,8.12676,0.173236,1,
7.8,8.45748,0.657483,1,
7.2,8.43425,1.23425,0,
6.7,7.79076,1.09076,0,
7.2,6.77481,0.425192,1,
6.1,6.98118,0.881185,0,
5.6,6.6469,1.0469,0,
5.6,5.92298,0.322982,1,
6.7,6.149,0.550999,1,
5.6,6.62723,1.02723,0,
6.1,6.20613,0.10613,1,
6.1,6.35539,0.255386,1,
8.3,6.91315,1.38685,0,
9.4,8.24542,1.15458,0,
9.4,9.71229,0.31229,1,
10.6,9.8339,0.766104,1,
12.2,9.75653,2.44347,0,
13.3,11.1368,2.16316,0,
13.3,12.3585,0.941488,1,
12.8,11.7522,1.04782,1,
12.2,10.9151,1.28492,0,
12.2,11.1755,1.02449,1,
11.7,10.8713,0.828659,1,
10.6,10.2508,0.34924,1,
10,10.0046,0.00459671,1,
10,9.70003,0.299972,1,
9.4,9.56712,0.167123,1,
8.9,9.42909,0.529093,1,
8.9,9.36545,0.465448,1,
8.9,9.30516,0.405164,1,
7.8,9.27626,1.47626,0,
6.7,8.2318,1.5318,0,
6.7,6.79373,0.0937338,1,
6.1,6.81565,0.715654,0,
6.7,6.65539,0.0446053,1,
6.7,6.73863,0.0386295,1,
7.2,7.25612,0.0561247,1,
7.8,7.51945,0.28055,1,
7.2,7.91,0.709998,1,
7.8,8.15833,0.358329,1,
7.2,8.42271,1.22271,0,
8.9,7.72663,1.17337,0,
9.4,8.47659,0.923409,1,
9.4,9.1094,0.290598,1,
10,8.93882,1.06118,0,
10.6,9.87056,0.729436,1,
11.1,9.95196,1.14804,0,
12.2,10.4523,1.74769,0,
12.2,11.4952,0.704806,1,
13.3,11.1896,2.11043,0,
12.8,11.7115,1.08853,1,
10.6,11.5492,0.949232,1,
10,10.5839,0.583913,1,
9.4,10.3182,0.918208,1,
9.4,9.85409,0.45409,1,
8.9,9.69885,0.798854,1,
9.4,9.49379,0.0937939,1,
6.7,9.41843,2.71843,0,
7.2,7.41742,0.217422,1,
6.1,6.76866,0.668659,0,
5.6,6.93018,1.33018,0,
5.6,5.72203,0.122033,1,
5.6,5.9909,0.390902,1,
6.7,6.41247,0.287529,1,
8.9,6.82462,2.07538,0,
10,8.75131,1.24869,0,
8.3,10.2858,1.98584,0,
9.4,8.97048,0.429524,1,
11.1,8.4719,2.62811,0,
11.1,10.5393,0.560699,1,
11.7,10.755,0.944995,1,
12.2,10.2176,1.98244,0,
13.3,11.2507,2.0493,0,
13.9,12.1916,1.70836,0,
13.9,12.5011,1.39889,0,
13.9,12.4617,1.43828,0,
13.9,12.355,1.54496,0,
12.8,12.355,0.444961,1,
11.1,11.5897,0.489742,1,
10.6,10.6875,0.0875168,1,
10,10.246,0.245975,1,
10.6,9.83606,0.763938,1,
10,9.63541,0.364592,1,
10,9.4638,0.5362,1,
9.4,9.37953,0.0204725,1,
8.3,9.31021,1.01021,0,
8.9,8.58775,0.312247,1,
5.6,8.37597,2.77597,0,
5.6,6.59688,0.996884,0,
6.7,5.08999,1.61001,0,
6.7,6.90453,0.20453,1,
7.2,7.54222,0.342224,1,
5,7.78923,2.78923,0,
5.6,6.07629,0.476294,1,
7.2,5.51029,1.68971,0,
7.8,7.66694,0.133059,1,
9.4,8.17652,1.22348,0,
9.4,9.26507,0.134933,1,
11.1,9.69864,1.40136,0,
11.7,10.3833,1.31672,0,
12.8,11.3496,1.45037,0,
13.3,11.7377,1.56231,0,
12.8,12.1787,0.621337,1,
13.9,11.541,2.359,0,
13.9,11.992,1.90801,0,
15,12.6547,2.34535,0,
13.9,12.8443,1.05568,1,
12.2,12.1394,0.0606394,1,
11.7,10.9177,0.782261,1,
10.6,10.4588,0.141171,1,
8.9,9.9192,1.0192,0,
8.9,9.03866,0.138658,1,
8.9,8.64079,0.259205,1,
7.8,8.83862,1.03862,0,
7.8,8.05029,0.250285,1,
7.2,7.98961,0.789608,0,
8.3,7.71213,0.587869,1,
6.1,7.654,1.554,0,
6.1,6.91458,0.814577,0,
6.7,6.0228,0.677204,0,
5,6.98129,1.98129,0,
6.7,5.93402,0.76598,0,
7.2,6.27861,0.921385,0,
9.4,7.92771,1.47229,0,
10.6,9.21501,1.38499,0,
10.6,10.6356,0.0355835,1,
11.1,10.5574,0.54265,1,
11.7,10.2478,1.4522,0,
13.3,10.8879,2.41212,0,
13.3,12.0925,1.2075,1,
14.4,11.7104,2.68964,0,
13.3,12.2062,1.09378,1,
13.3,11.9924,1.30761,1,
12.2,10.7569,1.4431,0,
12.2,11.2827,0.917281,1,
12.2,10.881,1.31896,0,
11.7,11.0599,0.640135,1,
11.1,10.9055,0.194462,1,
11.1,10.2311,0.86886,1,
11.1,10.0318,1.06816,1,
11.1,9.70184,1.39816,0,
9.4,10.4539,1.0539,0,
8.9,9.81721,0.917206,0,
7.2,8.57395,1.37395,0,
7.8,7.62134,0.178664,1,
6.1,7.33676,1.23676,0,
6.1,6.87519,0.775194,0,
6.1,6.05144,0.0485625,1,
5.6,6.4823,0.882298,0,
6.1,6.10739,0.00738573,1,
8.9,6.30844,2.59156,0,
10,8.73424,1.26576,0,
10.6,10.3555,0.244463,1,
10.6,10.3021,0.297888,1,
10.6,10.1348,0.465206,1,
11.7,9.92701,1.77299,0,
12.8,10.8232,1.97678,0,
13.3,11.9258,1.37421,0,
13.3,12.1787,1.12134,1,
15.6,11.541,4.059,0,
15.6,12.7644,2.83564,0,
13.9,13.7105,0.18952,1,
12.8,12.4057,0.394268,1,
12.8,11.2125,1.58745,0,
11.7,11.4173,0.28274,1,
11.7,11.0565,0.643457,1,
11.1,10.3059,0.794117,1,
11.1,10.0465,1.05353,1,
10.6,9.70124,0.898756,1,
9.4,9.56961,0.169614,1,
8.3,9.42062,1.12062,0,
7.8,8.59975,0.799753,0,
5.6,7.75756,2.15756,0,
6.7,6.24829,0.451709,1,
6.7,5.86571,0.834291,0,
6.1,7.19405,1.09405,0,
5.6,6.74649,1.14649,0,
6.7,5.94613,0.753869,0,
6.7,6.75298,0.0529804,1,
8.3,7.42899,0.871015,0,
10.6,8.27356,2.32644,0,
10.6,10.3705,0.229535,1,
10.6,10.6427,0.042717,1,
11.7,10.2082,1.49183,0,
12.2,10.974,1.22597,0,
12.8,11.5163,1.28368,0,
13.9,11.7638,2.13623,0,
12.8,12.3712,0.428752,1,
12.8,11.8108,0.989163,1,
15,10.8202,4.17978,0,
13.9,12.5745,1.32548,1,
12.8,12.3734,0.426553,1,
12.2,10.9605,1.23945,0,
11.7,11.3227,0.377312,1,
11.1,10.8212,0.278777,1,
11.1,10.2714,0.828588,1,
10.6,9.96462,0.635376,1,
11.1,9.69434,1.40566,0,
10,10.4213,0.421333,1,
8.9,10.4667,1.56668,0,
8.9,8.97756,0.0775614,1,
8.3,8.60877,0.30877,1,
8.3,8.79279,0.492793,1,
9.4,8.75372,0.646282,1,
9.4,8.89666,0.503339,1,
9.4,8.93091,0.46909,1,
10.6,9.0198,1.5802,0,
10.6,10.0806,0.519406,1,
10.6,10.3279,0.272125,1,
10.6,9.90999,0.690014,1,
11.1,9.86024,1.23976,0,
11.1,10.3891,0.710862,1,
11.1,10.4595,0.640473,1,
11.7,9.98193,1.71807,0,
13.3,10.9106,2.3894,0,
13.3,12.1109,1.18906,1,
13.3,11.7199,1.58005,0,
11.7,11.6726,0.0274467,1,
12.8,11.4071,1.39291,0,
12.2,11.2741,0.925881,1,
12.2,11.1289,1.07109,1,
11.7,10.2996,1.40042,0,
11.7,10.9327,0.767323,1,
11.7,10.7068,0.993199,1,
11.7,10.1837,1.51634,0,
11.1,10.8708,0.229227,1,
10.6,10.7628,0.162828,1,
10.6,10.1963,0.403722,1,
10.6,10.005,0.59501,1,
11.1,9.70716,1.39284,0,
11.1,10.4528,0.64721,1,
11.1,10.4765,0.623455,1,
11.1,10.0153,1.08471,1,
11.1,9.89016,1.20984,0,
11.7,10.3908,1.30923,0,
12.2,11.194,1.00598,1,
12.8,10.8647,1.93534,0,
13.3,11.4639,1.83612,0,
13.3,12.2709,1.02915,1,
15,11.5896,3.41036,0,
16.1,12.5292,3.57077,0,
16.1,13.7593,2.34065,0,
16.1,13.6032,2.49678,0,
16.1,13.445,2.65496,0,
15,13.445,1.55496,0,
15.6,13.0108,2.58919,0,
15.6,12.998,2.60204,0,
15,13.3089,1.69111,0,
15,12.974,2.02598,0,
14.4,12.8301,1.56991,0,
14.4,12.6708,1.72919,0,
14.4,12.5189,1.88111,0,
15,12.6233,2.37665,0,
15,12.8832,2.11679,0,
15,13.0257,1.9743,0,
13.9,12.9291,0.970942,1,
15,11.9801,3.01986,0,
15.6,12.3955,3.20446,0,
15.6,13.4852,2.11477,0,
15.6,13.3089,2.29111,0,
15,13.2175,1.78251,0,
15,12.974,2.02598,0,
15.6,12.8301,2.76991,0,
15,13.1741,1.82593,0,
15,13.0692,1.93078,0,
14.4,12.8301,1.56991,0,
14.4,12.6708,1.72919,0,
14.4,12.5189,1.88111,0,
15,12.6233,2.37665,0,
15,12.8832,2.11679,0,
15,13.0257,1.9743,0,
15.6,12.9291,2.67094,0,
16.1,13.1741,2.92593,0,
15.6,13.4988,2.10117,0,
15.6,13.3284,2.27163,0,
15.6,13.1396,2.46037,0,
15.6,13.2175,2.38251,0,
15,13.2175,1.78251,0,
15,12.974,2.02598,0,
15,12.8301,2.16991,0,
13.9,12.9291,0.970942,1,
14.4,11.9801,2.41986,0,
14.4,12.1176,2.28243,0,
13.9,12.8694,1.03061,1,
13.9,11.8987,2.00135,0,
13.3,11.9765,1.32347,1,
13.3,11.5922,1.70783,0,
12.8,11.5069,1.29306,0,
12.8,12.0177,0.782262,1,
12.8,11.2026,1.59745,0,
12.8,11.4877,1.31234,0,
12.8,11.8724,0.927584,1,
13.3,11.2272,2.0728,0,
13.3,11.7026,1.59735,0,
13.3,12.2796,1.02035,1,
13.3,11.4947,1.80531,0,
13.3,11.7231,1.57688,0,
13.3,12.206,1.094,1,
13.3,11.4555,1.84453,0,
12.8,11.7011,1.09888,1,
12.8,11.4036,1.39641,0,
12.8,11.2832,1.51677,0,
12.8,11.9328,0.867221,1,
12.8,11.2603,1.5397,0,
12.8,11.4616,1.33836,0,
13.3,11.8887,1.41132,0,
13.3,11.9721,1.32791,1,
13.3,11.4308,1.86919,0,
13.9,11.6305,2.26951,0,
14.4,12.5408,1.85917,0,
14.4,12.6864,1.71356,0,
14.4,12.7086,1.69144,0,
15,12.6233,2.37665,0,
14.4,12.8832,1.51679,0,
15,12.7714,2.22864,0,
15,12.7827,2.21729,0,
15.6,13.0257,2.5743,0,
15.6,13.1741,2.42593,0,
14.4,13.3089,1.09111,1,
14.4,12.2159,2.18408,0,
13.9,12.1106,1.78945,0,
13.3,12.5863,0.71369,1,
13.3,11.6119,1.68807,0,
13.3,11.6933,1.60667,0,
13.3,12.1498,1.1502,1,
12.8,11.4254,1.37461,0,
12.8,11.4241,1.37591,0,
12.8,11.847,0.952973,1,
12.2,11.2132,0.986762,1,
11.1,10.5464,0.553594,1,
11.7,10.1484,1.55164,0,
10.6,10.7546,0.154565,1,
10.6,10.7298,0.129785,1,
10.6,10.1351,0.464891,1,
10.6,9.98275,0.617247,1,
11.1,9.67867,1.42133,0,
11.1,10.4594,0.64061,1,
10.6,10.4855,0.114515,1,
11.1,10.0232,1.07679,1,
11.7,9.89675,1.80325,0,
11.7,10.7443,0.955676,1,
12.2,10.8365,1.36354,0,
15,10.9946,4.00539,0,
15.6,12.9557,2.6443,0,
15,13.5888,1.41121,1,
14.4,12.4533,1.94668,0,
14.4,12.1902,2.20984,0,
14.4,12.7608,1.63923,0,
13.9,12.6233,1.27665,1,
13.3,11.7737,1.52625,0,
12.8,11.6024,1.19762,1,
13.3,11.2656,2.03442,0,
14.4,11.5164,2.88356,0,
13.9,12.8247,1.07534,1,
15,12.0807,2.91932,0,
15,12.478,2.52199,0,
14.4,13.2689,1.13115,1,
14.4,12.147,2.25295,0,
13.9,12.2141,1.68589,0,
14.4,12.5931,1.80687,0,
14.4,12.4951,1.9049,0,
14.4,12.7086,1.69144,0,
14.4,12.6233,1.77665,0,
15,12.6233,2.37665,0,
15,12.8832,2.11679,0,
15,13.0257,1.9743,0,
15,12.9291,2.07094,0,
14.4,12.9291,1.47094,0,
13.9,12.6708,1.22919,1,
13.9,11.6819,2.21814,0,
13,11.9186,1.08138,1,
13.3,11.6001,1.6999,0,
13.3,11.4888,1.81118,0,
13.9,12.2713,1.62865,0,
14.4,12.3045,2.09554,0,
14.4,12.6864,1.71356,0,
14.4,12.7086,1.69144,0,
15,12.6233,2.37665,0,
15,12.8832,2.11679,0,
14.4,13.0257,1.3743,1,
14.4,12.0281,2.37193,0,
15,12.1453,2.85473,0,
15,13.1046,1.89539,0,
15,13.0257,1.9743,0,
15,12.9291,2.07094,0,
15,12.9291,2.07094,0,
15,12.9291,2.07094,0,
14.4,12.9291,1.47094,0,
13.9,12.6708,1.22919,1,
13.3,11.6819,1.61814,0,
13.3,11.6168,1.68317,0,
13.3,12.1342,1.16581,1,
13.3,11.417,1.88298,0,
12.8,11.6796,1.12044,1,
12.8,11.4062,1.39375,0,
14.4,11.2764,3.12364,0,
15.6,12.6888,2.91118,0,
15.6,13.3763,2.2237,0,
15.6,13.3981,2.20189,0,
16.1,13.2175,2.88251,0,
16.1,13.4105,2.68947,0,
16.7,13.5178,3.18219,0,
16.7,13.664,3.03601,0,
16.7,13.7855,2.91454,0,
16.7,13.7032,2.99677,0,
16.7,13.7032,2.99677,0,
16.1,13.7032,2.39677,0,
16.1,13.4857,2.61431,0,
16.1,13.3557,2.74426,0,
16.1,13.445,2.65496,0,
16.7,13.445,3.25496,0,
16.7,13.664,3.03601,0,
16.7,13.7855,2.91454,0,
16.1,13.7032,2.39677,0,
16.1,13.4857,2.61431,0,
16.1,13.3557,2.74426,0,
15.6,13.445,2.15496,0,
16.1,13.253,2.84698,0,
16.1,13.3353,2.76471,0,
16.1,13.5178,2.58219,0,
16.1,13.445,2.65496,0,
16.7,13.445,3.25496,0,
16.7,13.664,3.03601,0,
16.1,13.7855,2.31454,0,
16.1,13.4857,2.61431,0,
16.1,13.3557,2.74426,0,
16.1,13.445,2.65496,0,
15,13.445,1.55496,0,
15,13.0108,1.98919,0,
15,12.7458,2.25419,0,
14.4,12.9291,1.47094,0,
14.4,12.6708,1.72919,0,
15,12.5189,2.48111,0,
15,12.8832,2.11679,0,
14.4,13.0257,1.3743,1,
13.9,12.0281,1.87193,0,
13.9,11.9039,1.99612,0,
13.3,12.5097,0.790317,1,
13.3,11.6705,1.6295,0,
13.3,11.6703,1.62966,0,
13.9,12.1639,1.7361,0,
13.9,12.3045,1.59554,0,
13.9,12.4617,1.43828,0,
14.4,12.355,2.04496,0,
13.9,12.5831,1.31691,1,
13.9,11.8485,2.05153,0,
14.4,11.8928,2.50723,0,
14.4,12.8068,1.59318,0,
15.6,12.7086,2.89144,0,
16.1,13.1298,2.97021,0,
16.1,13.585,2.515,0,
16.1,13.5178,2.58219,0,
16.7,13.445,3.25496,0,
16.7,13.664,3.03601,0,
17.2,13.7855,3.41454,0,
17.2,13.8753,3.32475,0,
17.2,13.9718,3.22822,0,
17.8,13.9064,3.89358,0,
17.8,14.101,3.69898,0,
17.2,14.2101,2.98987,0,
17.2,13.9431,3.25689,0,
17.2,13.8262,3.37384,0,
17.2,13.9064,3.29358,0,
17.2,13.9064,3.29358,0,
17.2,13.9064,3.29358,0,
17.2,13.9064,3.29358,0,
17.2,13.9064,3.29358,0,
17.8,13.9064,3.89358,0,
17.8,14.101,3.69898,0,
17.8,14.2101,3.58987,0,
17.8,14.1364,3.66357,0,
17.2,14.1364,3.06358,0,
17.2,13.9431,3.25689,0,
17.2,13.8262,3.37384,0,
17.2,13.9064,3.29358,0,
16.7,13.9064,2.79358,0,
16.7,13.7353,2.96467,0,
16.7,13.6331,3.06686,0,
16.1,13.7032,2.39677,0,
16.1,13.4857,2.61431,0,
16.7,13.3557,3.34426,0,
16.1,13.664,2.43601,0,
17.2,13.5715,3.62849,0,
16.1,13.7545,2.34551,0,
16.1,13.6728,2.42724,0,
16.1,13.2796,2.82037,0,
16.1,13.445,2.65496,0,
16.1,13.445,2.65496,0,
16.1,13.445,2.65496,0,
15.6,13.445,2.15496,0,
15.6,13.253,2.34698,0,
16.1,13.1396,2.96037,0,
16.1,13.4105,2.68947,0,
16.1,13.5178,2.58219,0,
15,13.445,1.55496,0,
15,13.0108,1.98919,0,
14.4,12.7458,1.65419,0,
14.4,12.6708,1.72919,0,
14.4,12.5189,1.88111,0,
14.4,12.6233,1.77665,0,
14.4,12.6233,1.77665,0,
14.4,12.6233,1.77665,0,
14.4,12.6233,1.77665,0,
13.9,12.6233,1.27665,1,
13.9,11.7737,2.12625,0,
13.3,11.9047,1.39535,0,
13.9,12.3014,1.5986,0,
13.9,12.1936,1.70636,0,
13.9,12.4617,1.43828,0,
13.9,12.355,1.54496,0,
13.9,12.355,1.54496,0,
13.9,12.355,1.54496,0,
13.3,12.355,0.944961,1,
13.3,11.5897,1.71026,0,
13.9,11.6236,2.27642,0,
14.4,12.4739,1.9261,0,
14.4,12.6864,1.71356,0,
14.4,12.7086,1.69144,0,
15,12.6233,2.37665,0,
16.7,12.8832,3.81679,0,
16.1,13.6761,2.42395,0,
16.1,13.7235,2.37645,0,
15,13.3557,1.64426,0,
15,13.0108,1.98919,0,
13.9,12.7458,1.15419,1,
12.8,11.8883,0.911716,1,
12.8,10.7422,2.05779,0,
12.2,11.4593,0.740746,1,
12.2,11.1877,1.01234,1,
12.2,10.3992,1.80077,0,
11.7,11.1901,0.509928,1,
11.1,11,0.0999994,1,
11.1,10.3337,0.766285,1,
11.1,10.0978,1.00225,1,
10.6,9.75811,0.841886,1,
10,9.61835,0.38165,1,
9.4,9.46087,0.0608721,1,
9.4,9.3909,0.00910282,1,
9.4,9.32098,0.0790215,1,
9.4,9.28829,0.111714,1,
9.4,9.25796,0.142038,1,
9.4,9.24324,0.156761,1,
8.3,9.23028,0.930283,0,
9.4,8.58854,0.811457,1,
10.6,8.41422,2.18578,0,
12.2,10.1027,2.09727,0,
12.2,11.6069,0.593101,1,
12.2,11.3533,0.846736,1,
12.8,10.6841,2.11586,0,
13.9,11.532,2.36798,0,
14.4,12.5218,1.8782,0,
15,12.7708,2.22925,0,
15,12.9652,2.03485,0,
14.4,13.0257,1.3743,1,
14.4,12.0281,2.37193,0,
14.4,12.1453,2.25473,0,
12.8,12.8537,0.0536509,1,
12.2,11.8907,0.309272,1,
12.2,10.9125,1.28748,0,
12.2,11.1129,1.08708,1,
11.7,10.8053,0.894695,1,
11.7,10.1886,1.5114,0,
11.1,10.863,0.237039,1,
10,10.7368,0.736844,1,
9.4,10.1776,0.777637,1,
9.4,9.98606,0.586057,1,
8.3,9.69463,1.39463,0,
7.8,8.63733,0.837329,0,
7.8,7.63775,0.162251,1,
8.3,7.78661,0.513388,1,
7.8,7.96724,0.167238,1,
7.8,8.20425,0.404249,1,
8.9,8.4059,0.494104,1,
11.1,8.59421,2.50579,0,
12.2,10.3661,1.83387,0,
12.2,11.7855,0.414503,1,
