data_point,predicted,difference,hit,
15.6,12.8443,2.75568,0,
16.1,13.3426,2.75744,0,
17.2,13.4988,3.70117,0,
17.2,13.9045,3.29552,0,
17.2,14.0484,3.15156,0,
16.1,13.9064,2.19358,0,
16.1,13.519,2.58105,0,
15,13.2796,1.72037,0,
13.9,13.0108,0.889186,1,
13,11.813,1.18704,1,
12.8,10.7868,2.01317,0,
12.8,11.3803,1.41974,0,
12.8,11.9115,0.888463,1,
12.2,11.2487,0.951332,1,
12.2,10.5889,1.61111,0,
12.2,11.1118,1.08816,1,
12.2,10.9425,1.25746,0,
12,11.0042,0.995759,1,
12.2,10.91,1.29,0,
12.2,10.9689,1.23111,0,
12,11.59,0.409975,1,
11.7,11.011,0.688972,1,
12,10.4769,1.52313,0,
11.7,10.9942,0.705843,1,
11.7,10.8633,0.836651,1,
11.7,10.2298,1.47021,0,
11.7,10.9083,0.791747,1,
12.2,10.7506,1.44937,0,
13.9,11.0482,2.85178,0,
14,12.4459,1.5541,0,
15.6,12.6956,2.90445,0,
15.6,13.1158,2.48416,0,
15.6,13.4564,2.14358,0,
17.2,13.2175,3.98251,0,
17.8,13.8048,3.99517,0,
18.3,14.2966,4.00337,0,
18.3,14.36,3.94005,0,
17.8,14.3755,3.42446,0,
18.3,14.1654,4.13463,0,
18.3,14.2284,4.07164,0,
17.2,14.3755,2.82446,0,
16.1,13.9731,2.12688,0,
15,13.3582,1.64185,0,
14.4,12.8326,1.56745,0,
15,12.4803,2.51972,0,
15,12.7827,2.21729,0,
15,13.0257,1.9743,0,
15,12.9291,2.07094,0,
15.6,12.9291,2.67094,0,
15,13.1741,1.82593,0,
15,13.0692,1.93078,0,
15,12.8301,2.16991,0,
15,12.9291,2.07094,0,
15,12.9291,2.07094,0,
15,12.9291,2.07094,0,
15,12.9291,2.07094,0,
15,12.9291,2.07094,0,
15,12.9291,2.07094,0,
15,12.9291,2.07094,0,
15,12.9291,2.07094,0,
15,12.9291,2.07094,0,
15.6,12.9291,2.67094,0,
16.7,13.1741,3.52593,0,
17.8,13.7154,4.08464,0,
18,14.2087,3.79128,0,
19,14.3301,4.66991,0,
18.3,14.5233,3.77672,0,
18.3,14.4692,3.83083,0,
18.9,14.233,4.66699,0,
21.1,14.4892,6.61083,0,
21.7,15.1195,6.58052,0,
22.2,15.461,6.73896,0,
21.7,15.4528,6.24723,0,
20.6,15.3696,5.23043,0,
20.6,15.0323,5.56771,0,
20,14.9249,5.07514,0,
19.4,14.8894,4.51056,0,
18.9,14.6477,4.25235,0,
18,14.4805,3.51951,0,
18,14.2005,3.79951,0,
18,14.098,3.902,0,
17.8,14.2099,3.59015,0,
16.7,14.1481,2.55194,0,
16,13.7461,2.25395,0,
16.1,13.2842,2.81577,0,
15.6,13.3335,2.26649,0,
15.6,13.2682,2.33179,0,
15.6,13.1396,2.46037,0,
15,13.2175,1.78251,0,
15,12.974,2.02598,0,
15,12.8301,2.16991,0,
14,12.9291,1.07094,1,
13.9,11.9801,1.91986,0,
13.9,11.8754,2.02462,0,
13.9,12.5265,1.37354,1,
13.9,11.6792,2.22079,0,
13.9,11.9751,1.92486,0,
14,12.5957,1.40431,0,
14.4,12.4014,1.99859,0,
15.6,12.6085,2.99146,0,
16.1,13.1929,2.90709,0,
16.1,13.585,2.515,0,
16,13.5178,2.48219,0,
16.1,13.4073,2.69266,0,
16.1,13.4234,2.67659,0,
16.7,13.4597,3.24028,0,
16,13.664,2.33601,0,
16.7,13.5347,3.16533,0,
17,13.557,3.44302,0,
17,13.9011,3.09887,0,
17.2,13.8666,3.33341,0,
18.3,13.894,4.40598,0,
17.8,14.2789,3.52115,0,
17.8,14.2973,3.50268,0,
17.8,14.0736,3.72644,0,
16.7,14.1364,2.56358,0,
15.6,13.7731,1.82687,0,
15,13.1263,1.87372,0,
14.4,12.7935,1.60647,0,
13.9,12.5679,1.33211,1,
13.9,11.6284,2.2716,0,
13.9,11.8883,2.01172,0,
13.9,12.5886,1.31138,1,
13,11.7114,1.28863,1,
13.3,10.8345,2.46551,0,
13.3,11.6973,1.60271,0,
13.3,12.3085,0.991539,1,
13.3,11.51,1.79002,0,
13,11.7317,1.26831,1,
12.8,11.3997,1.40033,0,
12.8,11.293,1.50703,0,
13,11.927,1.07302,1,
12.8,11.2571,1.54287,0,
13.9,11.4599,2.44014,0,
14,12.4203,1.57968,0,
14,12.5939,1.40608,0,
13.3,12.4275,0.872508,1,
15,11.6367,3.36325,0,
15.6,12.4431,3.15693,0,
16,13.5568,2.4432,0,
16.1,13.4615,2.63846,0,
16.1,13.4967,2.60333,0,
17.2,13.4597,3.74028,0,
17,13.8372,3.16284,0,
17.2,13.9831,3.21692,0,
18.3,13.8673,4.43265,0,
16.1,14.2789,1.82115,0,
16,13.7399,2.26014,0,
15.6,13.0666,2.53338,0,
15.6,13.2307,2.36932,0,
15.6,13.1553,2.44467,0,
15.6,13.2175,2.38251,0,
15,13.2175,1.78251,0,
14,12.974,1.02598,1,
14.4,11.89,2.51004,0,
13.9,12.1305,1.76952,0,
13.9,12.643,1.25699,1,
13,11.6415,1.35854,0,
13.3,11.5557,1.74428,0,
13.3,12.0576,1.24244,1,
13,11.4365,1.56351,0,
13.3,11.501,1.79896,0,
13,12.1665,0.833455,1,
12.8,11.4947,1.30529,0,
12.8,11.4293,1.37073,0,
12.8,11.8438,0.9562,1,
12.8,11.2115,1.58854,0,
12.2,11.4342,0.765778,1,
12.2,11.1829,1.01709,1,
12,10.3877,1.61226,0,
12.2,11.0835,1.11649,1,
12.2,10.8779,1.32207,0,
13.3,11.0392,2.26084,0,
14,12.1307,1.86928,0,
14.4,12.5465,1.85345,0,
16.1,12.7112,3.38877,0,
17.2,13.3864,3.8136,0,
17.2,14.0604,3.13956,0,
18.9,14.0484,4.85156,0,
20,14.4289,5.57108,0,
19.4,14.9757,4.42434,0,
18.9,14.8223,4.07773,0,
18.3,14.4805,3.81951,0,
18.3,14.2913,4.00869,0,
18.3,14.2452,4.05484,0,
17.2,14.317,2.88296,0,
16.1,13.9731,2.12688,0,
15,13.3582,1.64185,0,
13.3,12.8326,0.467448,1,
13.9,11.722,2.17804,0,
13.9,11.8467,2.05329,0,
13.9,12.5432,1.35685,1,
13.3,11.6879,1.61214,0,
13.9,11.6804,2.2196,0,
13.3,12.4406,0.859351,1,
13.3,11.7511,1.5489,0,
12.8,11.6495,1.15047,1,
13,11.3285,1.67155,0,
13,11.3737,1.62632,0,
12.8,12.096,0.704006,1,
12.8,11.3681,1.43186,0,
12.8,11.4701,1.3299,0,
13.3,11.8574,1.44261,0,
14.4,11.9721,2.42791,0,
16,12.6216,3.37844,0,
16.1,13.4536,2.64644,0,
17.2,13.6666,3.53345,0,
17.8,13.8507,3.94926,0,
17.8,14.2369,3.56308,0,
19.4,14.2101,5.18987,0,
19.4,14.5984,4.80158,0,
21.7,14.8441,6.85589,0,
21.7,15.213,6.48696,0,
21.7,15.4898,6.21019,0,
20,15.3094,4.69056,0,
20,14.9394,5.06061,0,
18.3,14.6863,3.61365,0,
18.3,14.409,3.89104,0,
17.8,14.1085,3.6915,0,
16,14.1654,1.83463,0,
15.6,13.4495,2.15055,0,
15.6,12.9611,2.63888,0,
15,13.1553,1.84467,0,
15,12.974,2.02598,0,
14.4,12.8301,1.56991,0,
14.4,12.6708,1.72919,0,
14,12.5189,1.48111,0,
14.4,12.4426,1.9574,0,
14.4,12.5211,1.87888,0,
14.4,12.6917,1.70835,0,
14,12.6233,1.37665,1,
14.4,11.7737,2.62625,0,
14.4,12.1459,2.2541,0,
14.4,12.9188,1.48121,0,
15,12.6233,2.37665,0,
15,12.8832,2.11679,0,
15,13.0257,1.9743,0,
16,12.9291,3.07094,0,
16.7,13.3302,3.36978,0,
18,13.7958,4.20416,0,
17.8,14.2208,3.57921,0,
18.9,14.3046,4.59541,0,
18.9,14.439,4.46096,0,
18.9,14.6405,4.25948,0,
20,14.5211,5.47892,0,
21.1,14.8082,6.29179,0,
22.2,15.2112,6.98881,0,
22.2,15.4688,6.73116,0,
21.1,15.509,5.59101,0,
21.1,15.2072,5.89279,0,
20.6,15.0619,5.53806,0,
18.3,15.0518,3.24817,0,
16.7,14.3839,2.31613,0,
16.1,13.4829,2.61713,0,
15.6,13.2464,2.35364,0,
15,13.1606,1.83941,0,
15,12.893,2.10705,0,
14.4,12.8301,1.56991,0,
14.4,12.6708,1.72919,0,
13.9,12.5189,1.38111,1,
14,11.72,2.27999,0,
14.4,11.9229,2.47705,0,
14.4,12.8414,1.55861,0,
14.4,12.6917,1.70835,0,
14.4,12.6233,1.77665,0,
15,12.6233,2.37665,0,
15.6,12.8832,2.71679,0,
15.6,13.2669,2.33311,0,
16,13.3089,2.69111,0,
16.1,13.3726,2.72737,0,
17.2,13.4967,3.70333,0,
17.8,13.8507,3.94926,0,
17.8,14.2369,3.56308,0,
18.9,14.2101,4.68987,0,
20.6,14.4621,6.13793,0,
20.6,15.0562,5.5438,0,
20,15.1819,4.8181,0,
19.4,14.8894,4.51056,0,
18.9,14.6477,4.25235,0,
18.9,14.4805,4.41951,0,
17.2,14.4649,2.73512,0,
16.7,14.0085,2.69155,0,
15.6,13.4942,2.10584,0,
13.9,13.2192,0.680834,1,
13.3,11.9704,1.32963,1,
13.3,10.8118,2.48825,0,
13.3,11.6466,1.65341,0,
13.3,12.262,1.03796,1,
12.8,11.4853,1.31467,0,
13.3,11.4586,1.84135,0,
12.8,12.0742,0.725815,1,
12.8,11.4855,1.31452,0,
12.8,11.4007,1.39934,0,
12.8,11.8616,0.938419,1,
12.8,11.2212,1.57876,0,
13.3,11.4397,1.86029,0,
16.1,12.1489,3.95115,0,
18.3,13.3229,4.97715,0,
19.4,14.5215,4.87846,0,
22.2,14.8531,7.34692,0,
22.2,15.4036,6.79641,0,
22.2,15.6306,6.56936,0,
23.9,15.4251,8.47491,0,
28.3,15.7134,12.5866,0,
27.2,16.3652,10.8348,0,
26.7,16.4628,10.2372,0,
27.8,16.1629,11.6371,0,
27.8,16.2897,11.5103,0,
26.7,16.3814,10.3186,0,
24.4,16.2299,8.17005,0,
20.6,15.8621,4.73792,0,
16.7,14.9852,1.71482,0,
16.1,13.4225,2.67755,0,
15.6,12.8738,2.72622,0,
15.6,13.1606,2.43941,0,
14.4,13.1396,1.26037,1,
13.9,12.1341,1.76593,0,
13.3,11.8177,1.48232,0,
12.8,12.2087,0.591341,1,
12.8,11.3345,1.46549,0,
12.8,11.4422,1.35775,0,
12.8,11.8357,0.964328,1,
12.2,11.207,0.993013,1,
13.3,10.5389,2.7611,0,
16.1,11.6991,4.40095,0,
17.2,13.5625,3.63749,0,
18.9,14.1967,4.70327,0,
19.4,14.5542,4.84581,0,
19.4,14.8311,4.56895,0,
20,14.7332,5.26681,0,
21.1,14.8326,6.26738,0,
23.3,15.1674,8.13259,0,
24,15.6572,8.34282,0,
23.3,15.9027,7.39732,0,
22.8,15.7269,7.07309,0,
18,15.5216,2.47843,0,
18.9,14.4085,4.49153,0,
18.9,13.864,5.03604,0,
19.4,14.6192,4.78078,0,
18.9,14.6557,4.24431,0,
19.4,14.6014,4.7986,0,
18.9,14.6016,4.29842,0,
18.9,14.6014,4.2986,0,
17.8,14.4649,3.33512,0,
17.8,14.1995,3.60054,0,
17.8,13.9963,3.80366,0,
18.3,14.1364,4.16357,0,
18,14.2889,3.71106,0,
17.2,14.2868,2.91321,0,
17.2,13.9161,3.28387,0,
15.6,13.799,1.80104,0,
14.4,13.3291,1.07086,1,
14.4,11.9306,2.46938,0,
15,12.1164,2.88363,0,
15.6,13.0568,2.54325,0,
15.6,13.2669,2.33311,0,
16.1,13.3089,2.79111,0,
17.2,13.4105,3.78947,0,
18.3,13.9045,4.39551,0,
18.3,14.3855,3.91445,0,
18.9,14.4441,4.45589,0,
19.4,14.4892,4.91083,0,
17.2,14.7191,2.48092,0,
16.7,14.0991,2.6009,0,
16.1,13.4199,2.68007,0,
17.8,13.4126,4.38743,0,
17.8,13.955,3.84503,0,
17.2,14.3405,2.8595,0,
16.7,13.9431,2.75689,0,
15.6,13.6521,1.94787,0,
13.9,13.2192,0.680834,1,
13.9,11.9704,1.92963,0,
13.9,11.8414,2.05858,0,
13.9,12.4759,1.42409,0,
14,12.355,1.64496,0,
14,12.4014,1.59859,0,
13.9,12.4275,1.47251,0,
13.3,12.3634,0.936621,1,
13.3,11.5744,1.72564,0,
13,11.6261,1.37389,0,
12.8,12.0447,0.755329,1,
12.8,11.2785,1.52146,0,
12.8,11.4544,1.34565,0,
12.8,11.8673,0.932749,1,
12.8,11.2244,1.57563,0,
13.3,11.4415,1.85854,0,
14,12.1478,1.8522,0,
14.4,12.441,1.95903,0,
15,12.7112,2.28877,0,
15,12.9489,2.05111,0,
16,13.0257,2.9743,0,
16.1,13.3302,2.76978,0,
16,13.5826,2.41735,0,
17,13.4221,3.57788,0,
17.8,13.7485,4.05148,0,
17.8,14.2135,3.58646,0,
20,14.2343,5.76571,0,
21.1,14.753,6.34703,0,
21.7,15.3041,6.39588,0,
21.1,15.3753,5.72474,0,
20,15.2379,4.76213,0,
20,14.8539,5.14605,0,
20,14.7496,5.25038,0,
19.4,14.8613,4.53867,0,
17.2,14.7108,2.48924,0,
15,13.9615,1.03849,1,
13.9,12.2641,1.63593,0,
13.9,11.7409,2.15907,0,
13.3,12.344,0.956037,1,
13.3,11.5839,1.71607,0,
13.3,11.6202,1.67979,0,
13.3,12.1943,1.10573,1,
12.8,11.4492,1.3508,0,
12.8,11.4378,1.36219,0,
12.8,11.8385,0.961547,1,
12.8,11.2085,1.59148,0,
12.8,11.4326,1.36744,0,
12.8,11.9067,0.893313,1,
13.3,11.246,2.05399,0,
15.6,11.7129,3.88708,0,
17.2,13.2684,3.93159,0,
17.8,14.1073,3.69266,0,
20.6,14.2966,6.30337,0,
20.6,14.9578,5.64216,0,
22.2,15.2744,6.92556,0,
21.1,15.362,5.73797,0,
21.1,15.3391,5.76092,0,
21.7,15.0619,6.63806,0,
22.2,15.2851,6.91492,0,
22.8,15.4528,7.34723,0,
22.8,15.57,7.22996,0,
21.7,15.5984,6.10159,0,
19.4,15.3527,4.04729,0,
18.3,14.68,3.62005,0,
17.2,14.0996,3.10035,0,
16.1,13.8287,2.27134,0,
15.6,13.3582,2.24185,0,
15.6,13.0818,2.51816,0,
15.6,13.1396,2.46037,0,
15,13.2175,1.78251,0,
14.4,12.974,1.42598,1,
13.9,11.89,2.01004,0,
13.9,11.8887,2.01134,0,
13.9,12.5187,1.38134,1,
13.9,11.6752,2.22484,0,
13,11.9729,1.02713,1,
13.9,11.658,2.24201,0,
14.4,11.8111,2.58886,0,
16.7,12.9067,3.79332,0,
17.2,13.6216,3.57844,0,
17.8,14.1689,3.63115,0,
18.3,14.1636,4.13642,0,
18.3,14.36,3.94005,0,
19.4,14.3755,5.02446,0,
20.6,14.6247,5.97527,0,
21.7,15.0782,6.62179,0,
22.8,15.364,7.43602,0,
22.2,15.5958,6.60425,0,
24,15.5302,8.46977,0,
22.8,15.6873,7.11266,0,
22.8,15.7195,7.0805,0,
22,15.4647,6.53534,0,
21.1,15.4104,5.68962,0,
20,15.129,4.87097,0,
16.1,14.8241,1.27586,1,
15.6,13.0422,2.5578,0,
15,12.2554,2.74458,0,
14.4,13.0967,1.3033,1,
14.4,11.9514,2.44864,0,
13.9,12.1655,1.7345,0,
13.9,12.6223,1.27768,1,
13.3,11.6307,1.6693,0,
12.8,11.7041,1.09591,1,
12.2,11.3215,0.878504,1,
12.2,10.447,1.75303,0,
12.2,11.1798,1.02018,1,
12.2,10.9659,1.23414,0,
13.3,11.0264,2.27355,0,
15,12.1127,2.88729,0,
15.6,12.9802,2.61981,0,
17.2,13.4314,3.76862,0,
18.9,13.8866,5.01343,0,
18.9,14.6092,4.29082,0,
19.4,14.7033,4.69668,0,
18.9,14.6557,4.24431,0,
18.3,14.6014,3.6986,0,
18.3,14.2913,4.00869,0,
17.8,14.2452,3.55484,0,
17.8,14.1654,3.63463,0,
17.8,14.0736,3.72644,0,
16.1,14.1364,1.96358,0,
14.4,13.5581,0.841875,1,
13.3,12.0684,1.23164,1,
12.2,10.8678,1.33222,0,
12.8,11.0166,1.78339,0,
13.3,11.6908,1.60917,0,
13.3,12.0858,1.21418,1,
12.8,11.4917,1.30832,0,
12.8,11.4043,1.39572,0,
12.2,11.8593,0.340657,1,
11.7,11.22,0.479987,1,
12.2,10.5545,1.64546,0,
11.7,11.114,0.586003,1,
11.7,10.9499,0.750145,1,
11.7,10.277,1.42302,0,
11.7,10.9099,0.790088,1,
11.7,10.7327,0.967277,1,
12,10.1916,1.80843,0,
12.2,11.0534,1.14663,1,
12.8,10.9566,1.84341,0,
13.3,11.3565,1.94349,0,
13.3,12.2962,1.00383,1,
14.4,11.6029,2.79706,0,
15,12.2635,2.73647,0,
15,13.2173,1.78265,0,
14.4,13.0257,1.3743,1,
14.4,12.0281,2.37193,0,
15,12.1453,2.85473,0,
15,13.1046,1.89539,0,
15,13.0257,1.9743,0,
13.9,12.9291,0.970942,1,
13.3,11.9801,1.31986,1,
13.3,10.8554,2.4446,0,
13.3,11.7087,1.59127,0,
12.8,12.2603,0.539726,1,
12.8,11.4844,1.31561,0,
13,11.4581,1.54189,0,
12.8,11.9264,0.873611,1,
13,11.3172,1.68284,0,
12.8,11.5231,1.27687,1,
12,11.2748,0.725196,1,
12.2,10.4267,1.77333,0,
12,11.2039,0.796136,1,
12,10.9894,1.01057,1,
12.2,10.3321,1.86789,0,
12,11.1822,0.817757,1,
12.2,11.0373,1.16274,1,
12.2,10.3535,1.84655,0,
12.2,11.202,0.997997,1,
12.2,11.0384,1.1616,1,
12.2,10.361,1.83904,0,
12.8,11.1981,1.60187,0,
13.3,11.8923,1.40771,0,
13,12.0858,0.914176,1,
15.6,11.4917,4.10832,0,
17.2,12.7399,4.46008,0,
17.2,14.2558,2.94425,0,
17.8,14.1109,3.68913,0,
17.2,14.101,3.09898,0,
17.8,14.0202,3.77984,0,
17.8,14.0242,3.77582,0,
17.2,14.2101,2.98987,0,
17.2,13.9431,3.25689,0,
17.2,13.8262,3.37384,0,
16.7,13.9064,2.79358,0,
15,13.7353,1.26467,1,
14,12.4176,1.58237,0,
13.9,11.824,2.07596,0,
12.8,12.4106,0.38938,1,
12.2,11.5992,0.600827,1,
12.2,10.7114,1.48855,0,
12.2,11.1157,1.08427,1,
11.7,10.8699,0.830104,1,
11.7,10.229,1.47099,0,
11.7,10.8835,0.816518,1,
11.1,10.7347,0.365257,1,
11.7,10.1835,1.51645,0,
11.7,10.8908,0.809159,1,
11.7,10.7685,0.931545,1,
12.2,10.2067,1.99325,0,
13,11.1796,1.8204,0,
12.8,12.0431,0.756872,1,
14,11.5013,2.49874,0,
14.4,12.0599,2.34009,0,
15.6,12.9188,2.68124,0,
17.2,13.1929,4.00709,0,
17.2,13.9663,3.23372,0,
18.3,14.1109,4.18913,0,
19,14.2546,4.74542,0,
18.9,14.6374,4.26264,0,
18.3,14.6028,3.69722,0,
18,14.3384,3.66155,0,
17.8,14.1535,3.64654,0,
16.7,14.1107,2.58929,0,
16.7,13.7461,2.95395,0,
16.7,13.5471,3.15291,0,
15.6,13.7032,1.89677,0,
14.4,13.2949,1.10511,1,
13.9,12.0078,1.89217,0,
13.3,11.8639,1.43612,0,
13.3,12.1804,1.11958,1,
13.3,11.3192,1.98078,0,
13.3,11.6935,1.60655,0,
12.8,12.2241,0.575949,1,
12.2,11.4651,0.734899,1,
12.2,10.7065,1.49348,0,
12.2,11.1133,1.0867,1,
12.2,10.8972,1.30275,0,
11.7,11.0047,0.695281,1,
11.7,10.91,0.790041,1,
11.7,10.2145,1.48553,0,
12.8,10.9211,1.87894,0,
13.9,11.7753,2.12474,0,
15,12.4607,2.53926,0,
15.6,13.0248,2.57519,0,
16.1,13.3426,2.75744,0,
16.1,13.4988,2.60117,0,
17.2,13.5178,3.68219,0,
18.3,13.8372,4.46284,0,
18.9,14.3855,4.51445,0,
18.9,14.6106,4.28939,0,
19.4,14.5869,4.81307,0,
18.9,14.6557,4.24431,0,
18.9,14.6014,4.2986,0,
19.4,14.4649,4.93512,0,
17.8,14.6557,3.14431,0,
16.1,14.2863,1.81366,0,
14.4,13.3254,1.07464,1,
14.4,11.9538,2.44621,0,
13.3,12.0177,1.28234,1,
13.3,11.666,1.634,0,
13.3,11.4138,1.88624,0,
12.2,12.2535,0.0535069,1,
11.7,11.4808,0.219206,1,
11.7,10.7253,0.974681,1,
11.1,10.2552,0.844822,1,
11,9.88203,1.11797,0,
10.6,10.3555,0.244486,1,
10.6,10.328,0.271991,1,
10.6,9.91174,0.688264,1,
12.2,9.79498,2.40502,0,
13.3,11.0262,2.27378,0,
15,12.3446,2.65537,0,
16.1,12.9802,3.11981,0,
17.2,13.617,3.58303,0,
17.2,13.9834,3.21656,0,
18.3,14.0484,4.25156,0,
18.9,14.2546,4.64542,0,
18.9,14.6106,4.28939,0,
19.4,14.5869,4.81307,0,
18.9,14.6557,4.24431,0,
19.4,14.6014,4.7986,0,
19.4,14.6016,4.79842,0,
18.3,14.7332,3.56681,0,
16.7,14.3771,2.32285,0,
15.6,13.6542,1.94578,0,
13.9,13.0472,0.852848,1,
13.9,11.8844,2.01556,0,
14,11.7899,2.21008,0,
13.9,12.5514,1.34863,1,
13.9,11.7205,2.17947,0,
13.3,11.9627,1.33728,0,
12.8,12.3142,0.48582,1,
12.2,11.3914,0.808646,1,
12.2,10.6934,1.50663,0,
11.7,11.07,0.63002,1,
11.7,10.8882,0.811846,1,
11.7,10.2241,1.4759,0,
11.7,10.8996,0.800432,1,
11.7,10.7402,0.959846,1,
13.3,10.1925,3.10751,0,
13.9,11.7497,2.15034,0,
16.1,12.7496,3.35035,0,
16.7,13.3813,3.31867,0,
16.7,13.9605,2.73952,0,
18.9,13.7855,5.11454,0,
20,14.4008,5.59924,0,
20,15.0226,4.97744,0,
20,14.9677,5.03227,0,
18.9,14.8613,4.03867,0,
19.4,14.5778,4.82216,0,
19.4,14.5351,4.86494,0,
18.9,14.7332,4.16681,0,
17.2,14.5472,2.65285,0,
13.9,13.9446,0.0445948,1,
12.8,12.3453,0.454708,1,
12.8,10.9072,1.89281,0,
12.2,11.3492,0.85083,1,
12.2,11.0309,1.16912,1,
12.8,10.2666,2.53341,0,
12.8,11.487,1.31303,0,
13,12.0583,0.941743,1,
12.8,11.3286,1.47135,0,
13,11.5,1.49998,0,
12.8,11.9649,0.835127,1,
12.8,11.3381,1.46193,0,
12.8,11.4298,1.37025,0,
12.8,11.8825,0.917458,1,
12.8,11.2328,1.56724,0,
13.3,11.4462,1.85382,0,
13.9,12.145,1.75503,0,
14,12.3949,1.60513,0,
15,12.5074,2.49258,0,
15.6,12.8688,2.73116,0,
15.6,13.3275,2.27245,0,
15.6,13.3089,2.29111,0,
17.2,13.2175,3.98251,0,
17.2,13.8048,3.39517,0,
17.8,14.1109,3.68913,0,
18.3,14.101,4.19898,0,
18.9,14.36,4.54005,0,
17.8,14.5451,3.25491,0,
17.8,14.2711,3.52895,0,
17.2,13.9963,3.20366,0,
16.1,13.9431,2.15689,0,
15,13.4321,1.56787,0,
13.9,12.8326,1.06745,1,
13.9,11.722,2.17804,0,
13,11.8467,1.15329,1,
13.3,11.5305,1.76953,0,
13.3,11.4662,1.83379,0,
13.3,12.2843,1.01574,1,
13.9,11.4971,2.40286,0,
13.3,12.0225,1.2775,1,
13.3,11.7286,1.57135,0,
13.3,11.5213,1.77873,0,
13.3,12.2526,1.04737,1,
13.3,11.4803,1.81967,0,
13,11.7151,1.28494,1,
12.8,11.4018,1.39817,0,
13,11.2877,1.71232,0,
12.8,12.0296,0.770401,1,
12.8,11.3731,1.42689,0,
13.3,11.4497,1.85028,0,
15,12.1177,2.88234,0,
15,12.8812,2.11883,0,
15.6,13.1971,2.40294,0,
15.6,13.1741,2.42593,0,
15.6,13.3089,2.29111,0,
16.1,13.2175,2.88251,0,
16.7,13.4105,3.28947,0,
16.7,13.7338,2.96625,0,
17.8,13.7855,4.01454,0,
16.7,14.071,2.62905,0,
16.7,13.9182,2.78182,0,
16.1,13.5471,2.55291,0,
15.6,13.4857,2.11431,0,
15,13.1606,1.83941,0,
14.4,12.893,1.50705,0,
13.9,12.5679,1.33211,1,
13.9,11.6284,2.2716,0,
13.9,11.8883,2.01172,0,
13.3,12.5886,0.711385,1,
13.9,11.7114,2.18863,0,
13.3,11.9931,1.30685,1,
12.8,11.6552,1.14482,1,
12.8,10.6039,2.19613,0,
12.2,11.544,0.656011,1,
12.2,11.2821,0.917854,1,
12.2,10.4846,1.71542,0,
13.3,11.2017,2.09829,0,
14.4,12.0935,2.30649,0,
15.6,12.7245,2.87551,0,
17.2,13.301,3.89904,0,
18.3,13.9663,4.33372,0,
18.3,14.4431,3.85693,0,
19.4,14.4441,4.95589,0,
20,14.6247,5.37527,0,
20,14.9408,5.05916,0,
18.9,14.92,3.97999,0,
18.3,14.5778,3.72216,0,
18.9,14.2191,4.68094,0,
18.9,14.4205,4.47954,0,
18.3,14.5869,3.71307,0,
17.2,14.3501,2.84989,0,
16.7,13.8951,2.80486,0,
15.6,13.5812,2.01878,0,
15,13.2192,1.78083,0,
13.9,12.7935,1.10647,1,
13.9,11.7986,2.10141,0,
13.3,11.8351,1.46493,0,
13,12.271,0.728974,1,
13.3,11.3682,1.93184,0,
13.3,11.7205,1.57946,0,
12.8,12.2076,0.592429,1,
13.3,11.4563,1.84369,0,
12.8,11.7016,1.09841,1,
12.8,11.4035,1.39647,0,
13,11.2834,1.71662,0,
13,12.0321,0.967875,1,
12.2,11.3745,0.825524,1,
12.8,10.6576,2.14242,0,
14.4,11.45,2.94996,0,
15.6,12.7409,2.85912,0,
17.8,13.3763,4.4237,0,
19.4,14.1577,5.24232,0,
19.4,14.8301,4.56993,0,
20.6,14.8441,5.75589,0,
21.1,14.9749,6.1251,0,
21.1,15.2443,5.85571,0,
20.6,15.2049,5.3951,0,
20,15.0518,4.94817,0,
19.4,14.8402,4.55983,0,
19.4,14.6477,4.75235,0,
18.3,14.6168,3.68318,0,
17.2,14.3771,2.82285,0,
16.1,13.8287,2.27134,0,
15.6,13.3582,2.24185,0,
15,13.0818,1.91816,0,
15,12.893,2.10705,0,
15,12.8301,2.16991,0,
15,12.9291,2.07094,0,
15,12.9291,2.07094,0,
14.4,12.9291,1.47094,0,
13.9,12.6708,1.22919,1,
13.9,11.6819,2.21814,0,
13.9,11.9186,1.98138,0,
13.9,12.571,1.32901,1,
13.9,11.7023,2.19773,0,
15,11.988,3.01195,0,
17.2,13.0614,4.13859,0,
17.8,13.9161,3.88387,0,
18.9,14.3666,4.53335,0,
20.6,14.53,6.07003,0,
20.6,15.0562,5.5438,0,
22.2,15.1819,7.0181,0,
23.3,15.362,7.93797,0,
24.4,15.7284,8.67162,0,
23.3,15.8924,7.40761,0,
23.3,15.7654,7.53463,0,
22.8,15.5782,7.22183,0,
22.8,15.5729,7.22708,0,
21.7,15.518,6.18199,0,
20,15.3527,4.64729,0,
18.9,14.8328,4.06719,0,
17.2,14.3875,2.81253,0,
16.7,13.8662,2.8338,0,
16.7,13.4942,3.20584,0,
16.7,13.6331,3.06686,0,
16.1,13.7032,2.39677,0,
16.1,13.4857,2.61431,0,
15,13.3557,1.64426,0,
15,13.0108,1.98919,0,
15,12.7458,2.25419,0,
13.9,12.9291,0.970942,1,
13.9,11.9801,1.91986,0,
13.3,11.8754,1.42462,0,
13.9,12.2467,1.6533,0,
15.6,12.1936,3.40636,0,
17.2,13.1878,4.01219,0,
18.9,14.0312,4.8688,0,
20.6,14.6092,5.99082,0,
20.6,15.1113,5.48875,0,
22.2,15.1819,7.0181,0,
22,15.362,6.63797,0,
21.1,15.51,5.58996,0,
